entry_id,country,participating_adults,non_participating_adults,participating_juniors,non_participating_juniors,booking_entry,stay_accomodation,event_organisation_rating,organisation_comments,course_planning_rating,planning_comments,social_programme_rating,programme_comments,event_comments,livestream_awareness,livestream_rating,website_provision_rating,event_info_rating,followed_via_social,social_media_content,improvement_comments,authority,transport_to_area,overnight_stay_location,transport_to_event,age,total_people,longitude,latitude
374,Other UK,5,0,0,0,Very easy,self-catered,Poor,"Pleased to have the bus on day 1, but the delay made us late for our starts",Average,Error in positioning the white start on day 1 upset concentration. The courses for older competitors seemed physically tougher than previously,Not interested in social programme,NA,NA,Yes,Good,Good,Average,Yes,Average,NA,NA,car,dukeld,car,21-40,5,NA,NA
375,Other UK,5,0,0,0,Average,self-catered,Excellent,It seemed to be excellent throughout and great credit should go to SOA and the clubs who were involved.,Good,"The Day 4 area was the least technical and could have been more challenging, particularly in the open section",Not interested in social programme,NA,"As a ""southerner"" -it made the journey home that much longer having the most northern event on the last day.",Yes,NA,Good,Average,Yes,Average,trying to have the events geographically closer together.,NA,car,brig o'turk,car,41-60,5,NA,NA
376,Other Europe,6,0,0,0,Average,campsite,Average,NA,Excellent,"Day 1 was a very poor area - not technical, just slow and unpleasant forest.  Day 3 WRE on M21E was exceptionally poor planning: the legs were all short and had no variety; the course forced us through dark green areas of thick windblown trees which were very slow, and added nothing to the technical challenge or the quality of the racing.  Day 4 was poor as it had no variety in legs. They were all long stretches of running, which on such an open area turned it into a cross country race. There was opportunity in several parts of the map for a close intricate ""control pick"", which would have broken up the speed, and added an additional technical challenge by making it harder to plan route choice so many controls ahead.  Day 5 was excellent - the sort of world class area and course I expect from S6D.",Not interested in social programme,NA,"Using cumulative time instead of scoring for M21E meant that standings were almost completely fixed by day 4, with almost no chance of either gaining or losing a place on days 5 and 6. Requiring all 6 days meant only half the field even appeared in the final standings.",Yes,NA,Excellent,Excellent,No,NA,NA,NA,car,comrie,car,21-40,6,NA,NA
377,Other UK,2,0,0,0,Very easy,self-catered,Excellent,NA,Excellent,NA,Not interested in social programme,We didn’t go to any - too tired! Friends who took part said it was excellent.,NA,Yes,NA,Excellent,Excellent,Yes,Excellent,excellent scottish 6 day - rate it one of the best yet! weather definitely a plus. results very fast and efficient.,NA,train,st fillans,car,21-40,2,NA,NA
378,Other UK,2,0,1,0,Easy,campsite,Excellent,Extremely well organised and helpful.,Excellent,My daughter runs W18 and thoroughly enjoyed her courses. It was my first time competing on two yellow then four orange courses and I really enjoyed them. Challenging enough but without being too daunting to put me off. Thank you.,Excellent,The programme looked very good but unfortunately we did not get to any of the events.,NA,Yes,NA,Good,Excellent,Yes,Excellent,continue doing the great job you are at present ... & book the sunshine again for 2021!!,NA,car,jedburgh (one night) then trochry for a week,car,41-60,3,NA,NA
379,Scotland,2,0,2,0,Very easy,campsite,Excellent,NA,Good,I particularly enjoyed my course at Craig O Barns as I had been dreading it after several disasterous  occasions in the past. No such difficulty this time! Thank you found the courses well planned every day I competed (couldn't attend Day 4 as I have a dog).,Not interested in social programme,NA,"Enjoyed the whole event, including the park race in Crieff on Wednesday.",No,Average,Good,Average,No,NA,the only reason i didn't access the website during my stay was that access to the internet where i was staying was very dodgy! not the event's fault.,NA,car,"scone, perth",car,41-60,4,NA,NA
380,Other UK,1,0,0,0,Average,campsite,Good,Well organozed smooth and nice week with no hazards at all.,Good,Two courses were a bit too easy and made theme more like trailO competions than this sport.,Good,NA,"6 events and 6 location? Would it be easier to use same arena more, easier fo logistics, cheaper for organizers, climate friendly when all staff and competitors would not drive that much around.",Yes,NA,Excellent,Good,Yes,Good,arena wifi did not work all days. online result service with automatic updates was missing. no split times availavle.,NA,train,lochearnhead,bus,21-40,1,NA,NA
381,Other UK,12,0,1,0,Easy,self-catered,Excellent,NA,Excellent,Day 4 for course 7 was sensible to do most of it on the tracks so boring (after the very steep grass to control 1 - without my walking pole I would have had to give up straight away - challenging for the old people on the course) My daughter thought the street part of the Sprint was uninteresting,Not interested in social programme,Excellent ceilidh and still tickets available when we arrived on Day 3.  In the past the tickets have sold out before we got to the event.,NA,Yes,NA,Excellent,Excellent,No,NA,without a smart phone i relied upon relatives to tell me the important bits from the daily news.,NA,car,crieff,car,41-60,14,NA,NA
382,Other UK,6,1,0,0,Very easy,self-catered,Good,NA,Average,NA,Good,NA,NA,Yes,Average,Good,Average,No,NA,NA,NA,car,crieff,car,> 60,12,NA,NA
383,Other UK,2,0,0,0,Very easy,campsite,Excellent,"Some walks to start unfair on certain age categories, walks being longer than the course itself!",Excellent,NA,Not interested in social programme,"Ceilidh was excellent fun but only event in the campsite, would have liked more at the hub!",NA,No,Average,Excellent,Excellent,No,NA,"the removal of the river crossing leg from one of the events goes against general this sport principles - the course should have had a spotter on the out of bounds stretch of river or gone around the obstacle all together, as it was very much crossable along the out of bounds stretch.  i understand that this affected results in several categories.",NA,car,comrie croft,car,> 60,2,NA,NA
384,Other UK,2,0,0,0,Very easy,campsite,Excellent,NA,Excellent,Some of the days were quite easy. I liked the technical events more.,Not interested in social programme,NA,NA,No,Average,Average,Poor,No,NA,NA,NA,car,stanley near perth,car,> 60,2,NA,NA
385,Other UK,8,0,0,0,Easy,self-catered,Excellent,NA,Good,NA,Not interested in social programme,NA,Good prompt results. Not like jk,Yes,NA,Good,Excellent,No,NA,NA,NA,car,crieff,car,21-40,10,NA,NA
386,Scotland,2,0,0,0,Very easy,self-catered,Excellent,"Fantastic job, thank you to everyone involved.",Excellent,"A couple of doglegs on day 4 (one right near the finish popping in and out of a control, but apart from that - great!",Not interested in social programme,"Didn't have much time to join in, so can't really comment this year.","I was sceptical at this introduction, but it worked fine.",Yes,Good,Excellent,Excellent,Yes,Excellent,"there needed to be more information on the location of the arena and how people who were being dropped off, or those who were cycling could get there (particularly relevant for day 1), but people like to cycle there if they can..and this day was within cycle distance of the campsite. the buses were great...even though i didn't use them myself in the end. the twitter feed led to the 2017 page still in the week before, so i gave up before the event started! i never found the daily news sheet on line...and still can't find them. tried to look each day at the event. this needs to be way more accessible, and much more obvious at the event. day 6 was in the car park area, but we were all up at the arena!  please consider all the enquiries...and try and get some more faqs on-line. the more easily accessed faqs, the fewer enquiries. (it was very difficult to find the enquiry email account - possibly with good reason!) what happened to tent transfer? overall - great event - many thanks.",edinburgh,car,comrie croft campsite,car,> 60,2,-3.27825999,55.91119003
387,Other UK,5,0,0,0,Very easy,self-catered,Excellent,NA,Excellent,NA,Not interested in social programme,NA,NA,Yes,NA,Excellent,Excellent,No,NA,NA,NA,car,swanlinbar,car,> 60,5,NA,NA
388,Scotland,1,0,0,0,Very easy,campsite,Excellent,"Good car parks, everything ran smoothly and well informed. Some walking distances a bit far with young children. Split starts were a bit of a mess, I had 6 middle/late starts which was excellent for getting better results. Should be 3 early and 3 late; as per previous Scottish's. Amazing event, superb organisation.",Excellent,"Day 1, 3 excellent areas and very well planned  Day 6 excellent, really awesome to have a fast finish to the week  Day 5 wooded area was excellent, open area only good but limited by parking for large number of people  Day 2 a bit easy technically for first 1/3, otherwise good  Day 4 too easy technically   I liked having 2 excellent middle distance areas. My preference is quality areas over distance, although most days should be long.",Not interested in social programme,NA,NA,Yes,NA,Excellent,Good,No,NA,NA,NA,car,forgandenny,car,41-60,1,NA,NA
389,Other UK,16,0,6,0,Very easy,self-catered,Excellent,"Would have been excellent but for the silly and overly long walk to the Assembly on day one and some completely avoidable toilet issues (far too few in car park day one - very poor first impression of the week). Also must have a urinal and hence no queues when having last loos after long walks to start......you have plenty sufficient income to do this, even if it requires buying and storing away some kit so it is available when required.",Excellent,NA,Not interested in social programme,NA,Don't have the most difficult area on Day one. It is supposed to be a 'holiday' event and you need to ease a good portion of your clients into it.,Yes,NA,Excellent,Excellent,No,NA,"aware of a fair bit of following on my course. often by the same pairs/ groupings of competitors. given the 4 hour starts and supposed 3 minute gaps and someone checking that equally ranked competitors are not constantly blocked within 2-3 minutes of each other every day......this simply should not be happening. it runs against the concept of 'fair' completion when it does, especially in any high td /low visibility terrain. increasing incidence of half unhung /pushed onto a tilt flags that is occurring at the scottish 6 day (and elsewhere) needs to be sorted out for the same reason. tie the flags on properly and shoot anyone who is found to be unhooking them.  please can you stop using red/white tape for signing crossing points. bloody confusing. this should be for oob only. buy some other colour tape - maybe even stretch to designing and getting printed a specific high vis fluoro tape with something like 'crossing point' written on it.  i know the scots are a bit tight, but really.  speaking of that , the entry fees are too high. numbers are down (on what they should be) and more are doing the much cheaper cc option for that reason.  the pa commentary was better this time. slightly more varied approach.  the live video stream and tracking / commentary were really good for a first go. best interviews on this were from the non 'stars'.  someone has clearly been watching how o-ringen tv does it. needs a bit more experience e.g. some coach backup for commentary to explain things slightly better for non-orienteer audiences.   spot prizes also a big step forward. well done.",NA,car,dunkeld,car,21-40,20,NA,NA
390,Scotland,2,0,0,0,Very easy,campsite,Good,"Toilets were great, no queues and clean for temporary toilets. Volunteers were very helpfull and getting your number etc was well organised",Good,NA,Not interested in social programme,NA,NA,Yes,NA,Excellent,Excellent,No,NA,NA,edinburgh,car,juniper green,car,> 60,2,-3.27825999,55.91119003
391,Other UK,2,0,0,0,Very easy,hotel/B&B,Excellent,Would have liked club tent transfer service,Good,NA,Good,NA,NA,Yes,Excellent,Excellent,Good,No,NA,NA,NA,car,perth,car,41-60,2,NA,NA
392,Scotland,1,0,0,0,Very easy,own home,Excellent,"The idea of using a WiFi in place of the sheets handed out is good.  Unfortunately, I only was in a position to try it once (Day 3) as I didn't want to walk extra times between car park and assembly; my 'phone wouldn't detect the WiFI!  At least there were print outs displayed.",Excellent,"Day 2 :-)  I was close to protesting over, what I considered, poor planning/controlling with regard to one leg of my course where the two controls were close to a gorge and about half way along it with the linking line pointing straight across the gorge.  AND, the control descriptions did not instruct to use the marked crossing points.  The issue was in the end handled correctly in my opinion.",Excellent,NA,NA,Yes,NA,Excellent,Excellent,No,NA,NA,NA,car,near killin (in p & k tho'),car,< 21,1,NA,NA
393,Scotland,5,2,1,4,Very easy,self-catered,Excellent,NA,Good,NA,Not interested in social programme,NA,NA,Yes,Excellent,Excellent,Good,Yes,Excellent,NA,stirling,car,dunblane,car,> 60,13,-4.32595015,56.24953079
394,Other UK,3,0,0,0,Easy,self-catered,Good,NA,Good,"W60S - Auchingarrich - very good; got it right for us, thank you. Edinchip  - too much dead running at as percentage of course(3-4) and route round river didn't help overall enjoyment of that course. Dundurn - another good course, technical but not overly physical  Days 4 and 5 - OK",Not interested in social programme,NA,"Happy with 2 Middles though the planning for shorter, technical courses (2km) can be a challenge",Yes,Good,Average,Good,No,NA,"livestream was good quality.  the 'open' gps tracking available for all to see probably needs thinking through; i really like the different age groups targetted; i looked at gps after the events.  dogs. i appreciated the very early warning about day 4, so we didn't enter. not allowing dogs in the arenas(days 2,3,5,6) especially given the heat, meant that we were not able to socialise, browse traders etc. before/after our runs as we had to get back to the car park for them. given that dogs were allowed on day 1 (and i understand why, thank you), i'd like to understand the reason why they weren't allowed in the arena on the other days.  event campsite - we originally booked on to it  and spent one night there  before we changed our minds as the facilities were woefully inadequate for the number of people on site (not just orienteers). fortunately we picked up a cancellation at another site so moved on.   website seemed to get better as week progressed - maybe i got used to it, but running up to the 6 days the information (eg course details/day info) was disjointed and not easy to find.",moray,car,comrie,car,41-60,3,-3.20186996,57.47682953
395,Scotland,2,0,0,0,Very easy,campsite,Excellent,NA,Excellent,"Area for Day 4 was poor, and courses that day were only average.",Excellent,NA,NA,Yes,NA,Excellent,Good,No,NA,NA,NA,car,comrie,car,41-60,2,NA,NA
396,Other UK,2,0,0,0,Very easy,campsite,Good,NA,Good,"Day 1 was excellent and Day 3 and 6 were very good but the other days were poor. The areas for Day 2 and 4 didn't help, but Day 5 was particularly disappointing as only about 30% of the course was actually in Craig a Barns.",Excellent,NA,NA,No,Very poor,Excellent,Excellent,No,NA,"livestream production was poor on day 1, but may have improved later in the week - i think better quality edited highlights would be better than attempting live stream for what is primarily a participation event.  event wifi didn't seem to work for me and got on the way of 4g connection -  online live results service was excellent.  i think you should be more honest about the quality of races and lower expectations where appropriate. publicity before and after the event about day 5 being classic this sport on one of scotlands best areas was disengenuous and only serves to dissapoint.  after day 5 we resolved not to come to s6d again, but the quality of day 6 redeemed things for us.",NA,car,crieff,car,41-60,2,NA,NA
397,Scotland,3,0,0,0,Very easy,hostel,Excellent,"Thank you, streamlined and sensibly organised.",Excellent,"Bit of a shock coming from flat part of the world, but nicely challenging and enjoyable.",Excellent,NA,NA,Yes,Good,Excellent,Excellent,Yes,Good,"please keep going, hope to be there in years to come.",NA,car,kenmore,car,41-60,3,NA,NA
398,Other UK,2,0,0,0,Very easy,campsite,Excellent,NA,Excellent,"Course 19 Day 4 was the least enjoyable, the white wood was very variable, brashjings and undergrowth made some of it very slow. Day 5 we had some very nice woods on the short course, apart from some impenetrable green near the exit or a long path run with extra climb.",Not interested in social programme,Barn dance very good,NA,Yes,Good,Excellent,Good,No,NA,"tried but failed to connect via wifi, got wifi but no ip address",NA,car,evesham,bus,41-60,2,NA,NA
399,Scotland,3,0,3,0,Very easy,with friends,Good,Superbly organised - well done everyone!!!!,Excellent,"No complaints, enjoyed all 7 days this sport (including the sprint).",Not interested in social programme,NA,NA,Yes,NA,Average,Excellent,No,NA,NA,NA,car,scone,car,41-60,7,NA,NA
400,Scotland,3,0,0,0,Easy,self-catered,Excellent,NA,Excellent,NA,Good,NA,NA,Yes,NA,Excellent,Excellent,No,NA,NA,NA,car,st fillans,car,> 60,3,NA,NA
401,Scotland,3,0,0,0,Easy,campsite,Excellent,NA,Excellent,NA,Not interested in social programme,NA,Depends on the suitability of the area. Day 3 was top quality for Middle distance. Navigation was not difficult enough for Middle distance on Day 6,Yes,Poor,Average,Good,No,NA,wifi connectivity was not adequate at events to get live results.,NA,car,new fowlis,car,41-60,3,NA,NA
402,Scotland,2,0,2,0,Very easy,self-catered,Excellent,"The information in the details was too scattered. E.g. the exact location of the events should have been included with the travel information for each day. E.g the web link 'course details' didn't show detailed course information (both only on the programme) With long walks to the start, distance markers along the way would have been useful.",Excellent,"Maybe limits of the areas, but some courses were less technical than expected (This may have been because I ran the short because of injury)",Not interested in social programme,NA,NA,Yes,NA,Excellent,Excellent,No,NA,"i tried several times to access results using the arena wifi but was unable to connect. sometimes the advertised access point was not visible, other times it failed to give me an ip address.",NA,car,killin,car,41-60,4,NA,NA
403,Scotland,4,0,0,0,Very easy,campsite,Good,NA,Good,Overall the planning was very good although a minor gripe that my Day 4 course (course 23) had a poor second half - very rough underfoot and gratuitous climb - when there was more of the nice open area we could have used.,Good,NA,... but at least 1 Middle.,Yes,NA,Good,Good,No,NA,NA,scottish borders,car,near comrie,car,< 21,4,-2.85865998,55.52593994
404,Other UK,4,1,0,0,Very easy,campsite,Good,NA,Good,NA,Excellent,NA,NA,Yes,Excellent,Good,Excellent,No,NA,NA,NA,car,comrie croft,car,41-60,5,NA,NA
405,Other Europe,2,0,0,0,Very easy,hotel/B&B,Excellent,"Its all a bit same old. Familiar which is good but lacking in many new initiatives.  I'm really not sure of the benefit of the live TV or tracking. I appreciate its externally  funded but think  other initiatives could be better for the competitors and the event. Better marketing via social media, attracting a higher class of competitors to the elite classes.",Good,Day 4 planning needed to be good to get the best out of a poor area and alas our course was  very easy lacking in route choice and frankly disappointing,Not interested in social programme,Didn't participate in any of the social programme as we socialised with our friends who where staying at the same accommodation as us.,I like the variety of format and would welcome a forest sprint,Yes,Good,Good,Excellent,Yes,Excellent,"i attend many foreign multi days events and feel the prizes could be more generous, perhaps some local produce to show off the best of scotland. this approach is often the case on the continent. and how about prizes for each a/l/e day class winners. again a regular on the continent.  i'm not sure of the benefit of the spot prizes. i won a walking map to some random part of scotland. a generous donation from a supplier but on no use to me unfortunately.  some of the event arenas we rather muddled and spread out which effectively resulted in 3 remote finishes (days 4,5&6).  how about a daily prize for the best fancy dressed competitor. i saw a james bond which was entertaining.",NA,car,killin,car,41-60,2,NA,NA
406,Other UK,2,0,0,0,Average,campsite,Excellent,NA,Excellent,Made the most of it given the slight constraints of each area. I enjoyed every day.,Not interested in social programme,Enjoyed the quiz.,NA,Yes,NA,Good,Good,No,NA,NA,aberdeen,car,crieff,car,41-60,2,-2.20397997,57.1669693
407,Rest of the World,1,0,0,0,Very easy,hostel,Excellent,"Excellent. We did wonder though if there could not be some 'flair'. For instance what about some entertainment in the arena to encourage people to stay (music, busking, a piper, Whiskey tasting?). this sport events are so predictable in what you find there.",Excellent,"Above all, we are at the event to have fun. A long walk and climb to the start is not conducive to this, nor are courses with 300m climb on hot summer days.",Excellent,NA,NA,Yes,Good,Excellent,Good,No,NA,"excellent event! thanks to all involved. here are a few constructive criticisms.  the commentary team are not really my favourite, and seem constantly focused on class winners and elite runners. not once in 42 scottish 6 day events i have run have i ever had a glimmer of a mention, nor has anybody else in my party. the team constantly focus on faces and names they recognise, which is not an unbiased/inclusive commentary.    it might be useful to consider having others than those who aspire to be elite runners  deliver the commentary. for instance, the team delivering the live streaming commentary were much preferable to me. or just dispense with the commentary all together and let the scottish glens speak for themselves?  i see little value in prizes - they always go to the same people. if part of my entry fee goes towards funding prizes i would prefer to opt out.  the live stream was fantastic and made compelling viewing, and a great showroom for the sport. let's have this again and develop this excellent capability.",NA,car,perth,car,> 60,1,NA,NA
408,Other UK,2,6,0,0,Very easy,self-catered,Excellent,NA,Excellent,Generally v good although some evidence of novice planning in places with Grand Old Duke of York legs and also far too many kites on wrong side of features (ie viable from miles away),Not interested in social programme,NA,NA,Yes,Excellent,Excellent,Average,Yes,Excellent,NA,highland,car,lochearnhead,car,> 60,4,-4.66091013,57.586689
409,Other UK,4,2,2,4,Easy,self-catered,Excellent,NA,Excellent,NA,Not interested in social programme,NA,NA,Yes,Good,Good,Excellent,No,NA,NA,NA,no travel,callendar,car,> 60,8,NA,NA
410,Scotland,2,0,2,0,Very easy,campsite,Excellent,NA,Excellent,NA,Excellent,NA,"Although best use should be made of the areas, having at least 1 middle distance does mic it up a bit for the better.",Yes,Excellent,Excellent,Good,No,NA,NA,aberdeen,car,lochearnhead,car,41-60,4,-2.20397997,57.1669693
411,Other UK,5,1,1,0,Very easy,self-catered,Good,NA,Good,NA,Not interested in social programme,NA,NA,Yes,NA,Good,Excellent,No,NA,NA,fife,car,crieff and ladybank,car,41-60,5,-2.98235011,56.23117065
412,Other Europe,2,0,0,1,Average,self-catered,Excellent,"Only three things: (1) I didn't know to pick up bibs at the Information tent, rather than Entries (this was on Day 4, when these were some distance apart).  Surely my fault for not reading the event information.  But maybe the sign saying ""Have you got your bib"" could also have said ""can be picked up from the Information tent"".  The Entries team were brilliant and sorted us out with temporary bibs. (2) Again a result of our not reading pre-event information, but on Day 5, a notice at the disallowed junction saying ""please travel via Dunkeld"" would have been hugely valuable - following Google's directions, we stopped at the ""No entry to orienteers"" signs on the A9, but had no Internet to find out which way we should be going -- and after trying (and failing) to find routes via other back roads, we chose to ignore the signs, because by that time we were very late for our helping slot.  We hadn't got our information pack at this point (see above :-) ) (3) Not sure that this is one for the organiser, but there was a fair bit of wandering about on our helpers day carrying heavy kit like clocks, T-bars while we figured out where to return them. But this is all small stuff.  All in all, very well organised!",Excellent,"Based on the two days we were there, the planning made the most of the areas.",Not interested in social programme,"We didn't actually have time to do any of the social programme this year, but I'm sure it was as enjoyable as other years.","I'm not sure how to answer, as we were only there on other days.  If there are middle-distance races, I think the pattern of classic-classic-middle, classic-classic-middle is the right one.  Certainly middles should not be on adjacent days.",No,Average,Excellent,Good,Yes,Poor,having a single pdf with all the details summarised was great - please do the same next time.,east lothian,car,dunkeld,car,> 60,3,-2.72434998,55.94207001
413,Other UK,5,0,0,0,Very easy,self-catered,Excellent,"It would have been nice to have had some good cycle parking in the event arenas, e.g. barriers you could lean loaded bike against / lock a bike to.",Excellent,Just found the day four area a bit underwhelming.,Not interested in social programme,NA,NA,Yes,NA,Excellent,Excellent,No,NA,"encouragement to cycle users, e.g. cycle parking in the arena, info on how to access the areas, if possible, without getting tangled up in motor traffic queues.",NA,car,killin,car,> 60,5,NA,NA
414,Other UK,2,0,2,0,Very easy,campsite,Good,NA,Good,NA,Good,NA,NA,Yes,NA,Good,Average,Yes,Average,NA,aberdeen,car,auchterarder,car,41-60,4,-2.20397997,57.1669693
415,Other UK,2,0,3,0,Easy,self-catered,Good,NA,Good,I do not like changing the map scale  from 1/7500 to 1/10000. It confuses...please keep the same for all of the days,Good,NA,NA,Yes,Good,Average,Excellent,No,NA,NA,highland,train,inverness or edinburgh,car,41-60,5,-4.66091013,57.586689
416,Rest of the World,2,0,0,0,Very easy,hostel,Excellent,The split arenas on some on the days where not ideal (although seemed the best solution to the problem) as once i had returned to the traders i didnt return to the main arena,Excellent,Overall some very good areas with good courses. There where a few instances (mainly day 4) where a few tweaks could have really improved it and prevented some of the more TD3 legs.,Excellent,NA,The middles have potentially to take advantage of areas that may not be suitable for the 'classic' distance but should only be provided if a suitably complex area(s) can be found and not just become a short classic. Day 3 was a particulalry good example of a middle.,Yes,Good,Excellent,Excellent,Yes,Good,wifi access was at times patchy (hence why i occasionally checked results using but own data).,NA,car,st fillians,car,21-40,2,NA,NA
417,Other UK,1,0,0,0,Average,campsite,Excellent,NA,Excellent,"On the whole dissapointing areas, day 4 in particular, and also day 2. You do have much better. .  M60 course in Craig A Barns day 5, dissapointing - nearly all on moor making this a cross country run, missing out the complex forest that I was hoping for. Other courses looked better.",Not interested in social programme,NA,The middle events were the best in my view - both on decent areas with decent planning,Yes,NA,Excellent,Excellent,No,NA,NA,NA,car,comrie,car,41-60,1,NA,NA
418,Other UK,2,0,2,0,Very easy,self-catered,Excellent,NA,Excellent,NA,Excellent,NA,NA,Yes,Excellent,Excellent,Excellent,No,NA,NA,NA,car,crieff,car,41-60,4,NA,NA
419,Scotland,3,0,0,0,Very easy,campsite,Excellent,NA,Good,NA,Excellent,NA,NA,Yes,NA,Excellent,Average,No,NA,NA,edinburgh,car,doune,car,< 21,3,-3.27825999,55.91119003
420,Other UK,3,0,0,0,Average,self-catered,Good,Difficult to suggest improvements - a little warm this year maybe? :) The results were particularly good in terms of how quickly they were available,Good,Variable - perhaps the only thing I would say if you twisted my arm is that one's days courses were a little iffy planning wise,Not interested in social programme,Didn't use it but not because it didn't look good just because we had our own social group so were being a bit anti-social out of it!,Enjoyed the variety - not everyone in the group agreed but you have to go with resource available,Yes,NA,Good,Excellent,No,NA,maybe you ask people to sit for the prize giving - it was difficult to see/hear. not sure if photos into the sun was the best either but then the flags lit up nicely!  we enjoyed the live tracking but didn't know about it initially so missed out on it - a bit more advance warning - but a good idea and quite fun to watch afterwards but had problems a bit with download speed and small screens making it hard to watch but good to have.  thank you - great event overall and i will be back,NA,car,between crieff and perth off a85,car,> 60,3,NA,NA
421,Other Europe,4,1,0,0,Average,with friends,Good,Everything was well organised and we didn't have any issues,Excellent,I enjoyed all my courses although I would say that day 4 was a technically easy area so lended itself to fast runners doing well. I think some of the older (70+) competitors found the terrains physically difficult,Good,NA,"I would be happy with up to 2 Middle Distance events and it was particularly nice on the last day that tired legs were only out for 30 minutes! I wouldn't want more than 2, but I would be equally happy with 6 long distance events as well.",No,Very poor,Good,Good,No,NA,"we could not connect to the arena wifi, however online live results and daily results were published very quickly which was great. planners need to be really careful to avoid possible transgressions through purple lines. i really enjoyed day 2 but it was irritating to know that people crossed the purple line but weren't disqualified.",NA,air,comrie,car,41-60,5,NA,NA
422,Other UK,4,0,0,0,Very easy,self-catered,Good,As a day helper I would say that there was an issue over equipment. We had to use our own car park marking canes and borrow canes and arrows from the previous day's club. I was not privy to the arrangements that were in place but it seemed to me that with the equipment contracted out a n equipment liaison person might have been useful.,Good,"Planning on C20 on Days 1 and 3-6 was good, as were the areas. I didn't run on Day 2 but having seen the course maps it should have come as no surprise that the uncrossable boundary issue arose. It was not an easy area for the planners to design top-class courses and several errors and omissions should have been spotted by the controllers. The voiding of the legs was the least unfair option for the organiser. An alternative would have been to end courses at their control before the crossing (cf TDF).",Not interested in social programme,We heard it was good but we did not take part as we were staying a bit far from the venues.,"While 'Not worried - make best use of the areas' is a tempting answer, a maximum of 1 MD would be preferred usually, but I didn't mind 2 this year as I came in to the week unfit after an illness.",Yes,NA,Good,Excellent,No,NA,"it is difficult not to go back to the day 2 problem. apart from the appalling anonymous (and often ignorant) comments in nopesport, which i read since coming home, and the effect on the perception of the usually high standard of the scottish 6 days, the negative effect on the day organiers and planners will be lasting. a more thorough vetting of the course information in the programme, map and cds is indicated. we do not want a repeat of day 2. otherwise strathearn 2019 ranked up with the best of the scottish 6 days.",dumfries and galloway,car,methven,car,41-60,4,-4.02862978,55.09621811
423,Scotland,2,0,2,0,Easy,campsite,Excellent,NA,Excellent,NA,Average,NA,Might have preferred 2 long races.,Yes,NA,Excellent,Very poor,No,NA,NA,NA,car,comrie croft,car,21-40,4,NA,NA
424,Other Europe,3,0,1,0,Easy,hotel/B&B,Excellent,Though I can see the reasons access route on day 5 was a pain,Excellent,Vegetation (and I appreciate this is difficult) did not always reflect my view of runnability.  I felt on day 2 the building at the end of the straight track near the uncrossanle river was not well mapped.,Excellent,NA,NA,Yes,Good,Good,Good,No,NA,NA,NA,car,bankfoot,car,< 21,4,NA,NA
425,Other UK,2,0,0,0,Very easy,self-catered,Good,"Probably the best out of the Scottish 6 Days I've been to, particularly parking and lack of traffic tailbacks. Some minor points: - bit mystified by No Cars In after 12.00 and No Cars Out after 12.30 - if the access track is say 5 mins long, surely this can be a shorter window......? - bit mystified as well by the long traffic diversions  eg Day 5, form Perth, we were directed northbound and then southbound through the A9 roadworks, which must have worsened the congestion for all road users....?  Maybe we could have split the cars (eg by race number, car reg....), with a fixed number turning right off the A9 northbound at Dunkeld, some turning left from A9 southbound onto the old A9 at Dowally, some turning left off A9 northbound at Luncarty through Stanley........  ?",Average,NA,Not interested in social programme,NA,"I run M55S as I'm not particularly fit - I'd run M55L if I was fitter  (I assume most M55S would say the same). The problem with Middle Distance is that the M55S courses are then so short (2.1k on Day 3) that it's arguably not worth the drive/walk to start. In fact, I entered M55S most days, but M55L for the Middle Distance days. So maybe only have Middle Distance (where the area calls for it) for the longer courses   and eg combine M55L and M55S on these days ?",Yes,Average,Average,Average,No,NA,NA,NA,car,braco,car,> 60,2,NA,NA
426,Other UK,3,1,0,1,Very easy,self-catered,Excellent,"Great event A wee diffucult to get to Morrisons academy, particularly for the event bus service",Excellent,"Fun courses, great terrain",Excellent,"Sounded interesting, but we were not partaking in much of the programme. We went to Drummond castle on our own, on the rest day","Good with two challenging courses and a middle distance, then resting one day, and continuing. I liked it. Swedish courses (ORingen) are much too short, in my opinion,  Scotlands M45L is much more challenging and fun. We priortize Scotland over ORingen",Yes,Good,Excellent,Excellent,Yes,Excellent,"the major challenge i had was when ordering the event merchandise - the instructions on fabian4 was not clear to me there. but the support guy was very helpful, and gave immediate support (same night - important when ordering extra stuff, you want to make it as soon as you have the idea in your head, so you don't forget it)",NA,car,comrie,car,41-60,5,NA,NA
427,Scotland,1,0,0,0,Very easy,campsite,Excellent,NA,Excellent,NA,Good,NA,Terrain only - no urban,Yes,NA,Excellent,Excellent,Yes,Good,NA,aberdeen,car,"butterstone, dunkeld",bus,41-60,1,-2.20397997,57.1669693
428,Other UK,2,0,0,0,Very easy,self-catered,Excellent,NA,Average,"I noticed a big difference of difficulty for juniors from one one day to the next. For example, The white Course on day 3 was ridiculously easy compared to other days.",Good,We were unable to participate in the quiz this year as there were no places. More places/bigger venue etc would be better for next time,NA,Yes,NA,Good,Average,No,NA,normally i camp and heard that once again there were problems with the showers. this really puts me off using the event campsite and must be organised more seriously for future events!,NA,car,crief,bus,41-60,2,NA,NA
